ID,URL,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,fog_index,complex_word_count,word_count,syllables_per_word,personal_pronouns,avg_word_length
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,37,13,0.4799999040000192,0.058548008682107626,854.0,53.74707259953162,363.0988290398127,459,854,3.003512880562061,0,7.5796252927400465
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,25,3,0.7857140051021411,0.04494381950330948,623.0,54.73515248796148,271.09406099518463,341,623,3.081861958266453,0,7.959871589085072
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,16,1,0.882352422145634,0.059649120714065945,285.0,55.43859649122807,136.17543859649123,158,285,3.245614035087719,0,8.087719298245615
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,21,0,0.9999995238097505,0.06140350697650565,342.0,58.77192982456141,160.3087719298246,201,342,3.3362573099415203,0,8.301169590643275
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,24,1,0.9199996320001472,0.07507507282056838,333.0,57.35735735735735,156.14294294294294,191,333,3.27027027027027,0,8.18018018018018
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,24,4,0.7142854591837646,0.08588956791749792,326.0,56.74846625766872,153.0993865030675,185,326,3.315950920245399,0,8.315950920245399
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,21,2,0.8260865973536533,0.07165108811055801,321.0,58.25545171339564,151.70218068535826,187,321,3.308411214953271,0,8.193146417445483
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,20,1,0.9047614739231077,0.0658307189394759,319.0,57.68025078369906,150.67210031347963,184,319,3.341692789968652,0,8.35423197492163
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,29,5,0.7058821453287807,0.06551059604025827,519.0,53.94990366088632,229.17996146435453,280,519,3.073217726396917,0,7.857418111753372
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,18,1,0.8947363711913836,0.057926827502230875,328.0,59.756097560975604,155.10243902439026,196,328,3.4207317073170733,0,8.359756097560975
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,20,7,0.4814813031550729,0.05212355111730597,518.0,54.633204633204635,229.05328185328187,283,518,3.0791505791505793,0,7.737451737451737
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,23,4,0.7037034430727989,0.07317072972437047,369.0,52.30352303523035,168.52140921409216,193,369,3.16260162601626,0,8.024390243902438
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,27,3,0.7999997333334222,0.06849314912116099,438.0,56.62100456621004,197.84840182648404,248,438,3.180365296803653,0,7.997716894977169
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,31,5,0.7222220216049939,0.07999999822222227,450.0,52.0,200.8,234,450,3.042222222222222,0,7.851111111111111
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,21,0,0.9999995238097505,0.05289672410839486,397.0,52.896725440806044,179.95869017632242,210,397,3.158690176322418,0,8.120906801007557
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,19,2,0.8095234240364647,0.04988123396956689,421.0,53.20665083135392,189.68266033254156,224,421,3.0997624703087885,0,7.933491686460807
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,20,2,0.8181814462811607,0.055979642341484934,393.0,56.74300254452926,179.8972010178117,223,393,3.27735368956743,0,8.099236641221374
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,20,7,0.4814813031550729,0.06818181646005514,396.0,55.3030303030303,180.52121212121213,219,396,3.242424242424242,0,8.128787878787879
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,21,3,0.7499996875001302,0.0633245365877431,379.0,55.93667546174142,173.97467018469658,212,379,3.2770448548812663,0,8.213720316622691
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,22,3,0.7599996960001216,0.06281406877351586,398.0,56.03015075376885,181.61206030150754,223,398,3.2437185929648242,0,8.163316582914574
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,22,1,0.9130430812856168,0.06149732455889507,374.0,52.67379679144385,170.66951871657756,197,374,3.2032085561497325,0,8.120320855614974
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,24,2,0.8461535207101843,0.06701030755128073,388.0,54.123711340206185,176.84948453608249,210,388,3.1907216494845363,0,8.007731958762887
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,23,1,0.9166662847223814,0.06075949213267109,395.0,55.949367088607595,180.37974683544303,221,395,3.2734177215189875,0,8.139240506329115
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,31,2,0.8787876124886022,0.07382550170412748,447.0,54.36241610738255,200.54496644295304,243,447,3.1364653243847873,0,8.05592841163311
Netclan20241157,"https://insights.blackcoffer.com/stocktwit,s-data-structurization/",30,9,0.5384614003945126,0.05416666591435186,720.0,44.44444444444444,305.77777777777777,320,720,2.825,0,7.4375
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,20,7,0.4814813031550729,0.05133079750321678,526.0,56.84410646387833,233.13764258555136,299,526,3.193916349809886,0,8.230038022813687
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,28,6,0.647058633218049,0.048502139108386036,701.0,50.21398002853067,300.4855920114123,352,701,2.9871611982881596,0,7.684736091298146
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,33,18,0.29411758938870797,0.054838709087755816,930.0,52.04301075268817,392.81720430107526,484,930,2.910752688172043,0,7.2924731182795695
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,24,10,0.41176458477512207,0.08153477022698394,417.0,51.798561151079134,187.51942446043165,216,417,3.1534772182254196,0,7.930455635491607
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,16,1,0.882352422145634,0.05029585650012259,338.0,50.887573964497044,155.55502958579882,172,338,3.1923076923076925,0,7.994082840236686
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,17,0,0.9999994117650519,0.05074626714190248,335.0,53.43283582089552,155.37313432835822,179,335,3.2507462686567163,0,8.11044776119403
